sub,cat,lag,interrupt,inf_onset,inf_offset,cgtype,cg_onset,cg_offset,CV,month
27,V,,0.0,350.142,350.612,,,,V,Five
27,V,,0.0,356.41,356.86,,,,V,Five
27,V,,0.0,361.569,362.179,,,,V,Five
27,V,,0.0,370.38,370.56,,,,V,Five
27,V,,0.0,375.05,375.33,,,,V,Five
27,V,,0.0,376.105,377.795,,,,V,Five
27,V,,0.0,382.941,383.161,,,,V,Five
27,V,,0.0,383.785,383.9,,,,V,Five
27,V,,0.0,389.45,390.22,,,,V,Five
27,V,,0.0,423.225,423.665,,,,V,Five
27,V,,0.0,428.0,428.19,,,,V,Five
27,V,,0.0,442.403,442.673,,,,V,Five
27,V,,0.0,448.474,448.684,,,,V,Five
27,V,,0.0,462.79,463.83,,,,V,Five
27,V,,0.0,465.448,465.638,,,,V,Five
27,V,,0.0,581.099,581.359,,,,V,Five
27,V,0.2480839999999489,1.0,591.29,591.63,"Ooh back over to the black face. Get it,get it",591.381916,595.48689,V,Five
27,V,,0.0,626.55,627.13,,,,V,Five
27,V,,0.0,627.71,627.89,,,,V,Five
27,V,0.14657499999998436,1.0,628.7,629.91,yeah? Is that what you think? You excited?,629.763425,633.337168,V,Five
27,V,,0.0,653.62,654.19,,,,V,Five
27,V,,0.0,660.25,660.44,,,,V,Five
27,V,,0.0,692.67,693.24,,,,V,Five
27,V,,0.0,695.25,695.61,,,,V,Five
27,V,,0.0,701.53,701.89,,,,V,Five
27,V,,0.0,703.85,704.54,,,,V,Five
27,V,,0.0,774.92,775.45,,,,V,Five
27,V,,0.0,802.17,802.67,,,,V,Five
27,V,,0.0,820.09,820.34,,,,V,Five
27,V,,0.0,822.56,822.9,,,,V,Five
27,V,,0.0,827.06,827.55,,,,V,Five
27,V,,0.0,838.38,838.64,,,,V,Five
27,V,0.43279199999994944,1.0,843.03,843.51,Oh back to tha purple one. You like it,843.077208,845.431531,V,Five
27,V,,0.0,866.22,866.36,,,,V,Five
27,V,,0.0,879.75,880.33,,,,V,Five
27,V,,0.0,886.61,886.83,,,,V,Five
27,V,,0.0,904.21,904.5,,,,V,Five
28,V,,0.0,424.781,425.017,,,,V,Five
28,V,,0.0,479.0,479.63,,,,V,Five
28,V,,0.0,664.63,664.77,,,,V,Five
28,V,,0.0,668.572,669.408,,,,V,Five
28,V,,0.0,720.43,720.67,,,,V,Five
28,V,,0.0,721.86,722.04,,,,V,Five
28,V,,0.0,731.16,731.29,,,,V,Five
28,V,,0.0,781.718,782.236,,,,V,Five
43,V,,0.0,119.898,120.718,,,,V,Five
43,V,,0.0,121.073,121.353,,,,V,Five
43,V,,0.0,138.128,138.658,,,,V,Five
43,V,,0.0,162.74,163.71,,,,V,Five
43,V,,0.0,164.39,164.67,,,,V,Five
43,V,,0.0,171.05,171.28,,,,V,Five
43,V,,0.0,171.85,172.14,,,,V,Five
43,V,,0.0,191.993,192.293,,,,V,Five
43,V,,0.0,196.238,196.488,,,,V,Five
43,V,,0.0,198.371,198.671,,,,V,Five
43,V,,0.0,320.555,320.775,,,,V,Five
43,V,,0.0,390.758,390.988,,,,V,Five
43,V,,0.0,441.993,442.203,,,,V,Five
43,V,,0.0,535.82,536.05,,,,V,Five
43,V,,0.0,537.476,537.896,,,,V,Five
43,V,,0.0,543.755,544.215,,,,V,Five
43,V,,0.0,552.435,554.635,,,,V,Five
43,V,,0.0,560.355,563.22,,,,V,Five
43,V,,0.0,575.536,575.866,,,,V,Five
43,V,,0.0,578.583,578.833,,,,V,Five
43,V,,0.0,601.783,603.393,,,,V,Five
43,V,,0.0,626.0,626.44,,,,V,Five
43,V,,0.0,645.74,646.28,,,,V,Five
43,V,,0.0,650.396,650.726,,,,V,Five
43,V,,0.0,683.086,683.456,,,,V,Five
43,V,,0.0,858.38,858.52,,,,V,Five
43,V,,0.0,866.851,867.051,,,,V,Five
43,V,,0.0,880.155,880.285,,,,V,Five
43,V,,0.0,891.351,892.841,,,,V,Five
47,V,,0.0,4.77,5.49,,,,V,Five
47,VC,,0.0,198.1,199.37,,,,C,Five
47,CVCV,,0.0,207.395,209.935,,,,C,Five
47,V,,0.0,321.79,322.07,,,,V,Five
47,V,,0.0,331.64,331.91,,,,V,Five
47,V,,0.0,501.83,502.11,,,,V,Five
47,V,,0.0,509.96,510.4,,,,V,Five
47,V,,0.0,513.53,515.46,,,,V,Five
47,V,,0.0,763.72,764.14,,,,V,Five
47,V,,0.0,796.29,796.51,,,,V,Five
47,V,,0.0,854.44,854.57,,,,V,Five
48,V,,0.0,132.762,132.912,,,,V,Five
48,V,,0.0,274.287,274.537,,,,V,Five
48,V,,0.0,752.883,753.483,,,,V,Five
48,V,,0.0,807.26,807.71,,,,V,Five
48,V,,0.0,820.869,821.419,,,,V,Five
48,V,,0.0,843.78,844.04,,,,V,Five
53,VCV,,0.0,10.71,11.71,,,,C,Five
53,V,,0.0,111.41,111.7,,,,V,Five
53,V,,0.0,130.955,131.255,,,,V,Five
53,V,,0.0,174.445,174.655,,,,V,Five
53,V,,0.0,189.29,189.64,,,,V,Five
53,V,,0.0,207.485,207.865,,,,V,Five
53,V,,0.0,393.625,394.505,,,,V,Five
53,V,,0.0,439.592,440.982,,,,V,Five
53,V,,0.0,458.47,458.63,,,,V,Five
53,V,,0.0,463.074,463.574,,,,V,Five
53,V,,0.0,489.225,489.8,,,,V,Five
53,CV,,0.0,508.3,508.91,,,,C,Five
53,V,,0.0,562.505,563.075,,,,V,Five
53,V,,0.0,566.965,567.625,,,,V,Five
53,V,,0.0,647.615,647.805,,,,V,Five
53,V,,0.0,657.365,657.585,,,,V,Five
53,V,,0.0,724.67,725.47,,,,V,Five
53,V,,0.0,762.735,764.305,,,,V,Five
53,V,,0.0,833.195,833.775,,,,V,Five
53,V,1.338481999999999,1.0,837.92,840.73,yes and we are coming back up we are coming back we are coming back we are coming back up and we are going back down [name] where you go,839.391518,854.087903,V,Five
53,V,,0.0,841.495,843.165,,,,V,Five
53,V,,0.0,856.08,857.46,,,,V,Five
53,V,,0.0,857.86,859.32,,,,V,Five
53,V,0.752226999999948,1.0,860.09,861.0,yeah [x2],860.247773,863.400463,V,Five
59,V,,0.0,345.127,345.899,,,,V,Five
59,V,,0.0,364.053,364.253,,,,V,Five
59,V,,0.0,380.961,381.1,,,,V,Five
59,V,,0.0,382.003,382.157,,,,V,Five
59,V,,0.0,383.899,384.126,,,,V,Five
59,V,,0.0,401.174,401.347,,,,V,Five
59,V,,0.0,405.194,405.376,,,,V,Five
59,V,,0.0,465.371,466.007,,,,V,Five
59,V,,0.0,480.145,482.809,,,,V,Five
59,V,0.8073759999999766,1.0,494.227,495.518,huh really,494.710624,496.23107,V,Five
59,V,,0.0,497.108,498.172,,,,V,Five
59,V,,0.0,554.03,554.749,,,,V,Five
59,V,0.033591999999998734,1.0,642.964,643.828,[imitates baby],643.794408,644.578638,V,Five
59,V,0.123499000000038,1.0,644.633,645.369,[laugh],645.245501,646.264467,V,Five
59,V,,0.0,650.562,650.744,,,,V,Five
59,V,,0.0,651.607,651.744,,,,V,Five
59,V,,0.0,817.962,818.198,,,,V,Five
59,V,,0.0,824.051,825.245,,,,V,Five
59,V,1.3981729999999288,1.0,826.39,828.217,yes,826.818827,827.480354,V,Five
59,V,0.41741300000001047,1.0,829.72,830.96,you are growing up too quick for me,830.542587,832.185736,V,Five
59,V,,0.0,845.524,845.824,,,,V,Five
59,V,,0.0,868.454,869.018,,,,V,Five
59,V,,0.0,878.154,878.58,,,,V,Five
59,V,,0.0,879.796,880.223,,,,V,Five
64,V,,0.0,18.27,19.56,,,,V,Five
64,V,,0.0,24.615,25.295,,,,V,Five
64,V,,0.0,26.835,27.175,,,,V,Five
64,V,,0.0,156.375,157.055,,,,V,Five
64,V,,0.0,292.54,293.78,,,,V,Five
64,VC,,0.0,393.02,393.52,,,,C,Five
64,V,,0.0,449.71,450.11,,,,V,Five
64,V,,0.0,516.89,517.3,,,,V,Five
64,V,,0.0,573.935,579.685,,,,V,Five
64,V,,0.0,583.19,583.52,,,,V,Five
64,V,,0.0,599.25,599.45,,,,V,Five
64,V,,0.0,629.92,630.37,,,,V,Five
64,V,,0.0,635.69,637.09,,,,V,Five
64,V,,0.0,674.43,675.37,,,,V,Five
64,V,,0.0,676.71,677.24,,,,V,Five
64,V,,0.0,678.33,678.88,,,,V,Five
64,V,,0.0,695.38,695.99,,,,V,Five
64,CV,,0.0,745.49,745.93,,,,C,Five
64,V,0.32630600000004506,1.0,747.31,747.69,experimenter comes in,747.363694,808.686147,V,Five
64,V,,0.0,812.24,812.86,,,,V,Five
64,V,,0.0,819.52,820.0,,,,V,Five
64,V,,0.0,823.64,823.88,,,,V,Five
64,V,,0.0,825.82,825.96,,,,V,Five
64,VC,,0.0,832.66,833.53,,,,C,Five
64,V,,0.0,838.83,839.09,,,,V,Five
64,VCV,,0.0,877.54,878.25,,,,C,Five
64,VCV,,0.0,928.99,931.27,,,,C,Five
64,V,,0.0,935.98,938.01,,,,V,Five
64,V,,0.0,950.07,951.74,,,,V,Five
71,V,,0.0,58.628,58.884,,,,V,Five
71,V,,0.0,61.548,61.707,,,,V,Five
71,V,,0.0,63.017,63.291,,,,V,Five
71,V,,0.0,68.468,68.654,,,,V,Five
71,V,,0.0,71.292,71.592,,,,V,Five
71,V,,0.0,77.786,77.937,,,,V,Five
71,V,,0.0,88.707,88.884,,,,V,Five
71,V,,0.0,98.193,98.397,,,,V,Five
71,V,,0.0,126.671,126.963,,,,V,Five
71,V,,0.0,129.069,129.53,,,,V,Five
71,V,0.890435999999994,1.0,131.052,132.105,push down,131.214564,131.66627,V,Five
71,V,,0.0,134.238,135.034,,,,V,Five
71,V,,0.0,152.822,153.158,,,,V,Five
71,V,,0.0,163.76,164.088,,,,V,Five
71,V,,0.0,168.866,169.158,,,,V,Five
71,V,,0.0,202.318,202.433,,,,V,Five
71,V,,0.0,203.778,204.043,,,,V,Five
71,V,,0.0,217.68,217.954,,,,V,Five
71,V,,0.0,247.212,247.371,,,,V,Five
71,V,,0.0,291.742,292.485,,,,V,Five
71,V,,0.0,295.902,297.052,,,,V,Five
71,V,,0.0,298.867,299.15,,,,V,Five
71,V,,0.0,300.645,302.07,,,,V,Five
71,V,,0.0,318.716,318.937,,,,V,Five
71,V,,0.0,363.963,367.592,,,,V,Five
71,V,,0.0,382.627,382.849,,,,V,Five
71,V,,0.0,384.327,384.584,,,,V,Five
71,V,,0.0,385.715,385.848,,,,V,Five
71,V,,0.0,391.053,392.132,,,,V,Five
71,V,,0.0,394.716,394.92,,,,V,Five
71,V,,0.0,396.176,399.035,,,,V,Five
71,V,,0.0,399.74,400.28,,,,V,Five
71,V,,0.0,402.141,405.451,,,,V,Five
71,V,,0.0,406.185,406.398,,,,V,Five
71,V,,0.0,408.05,408.26,,,,V,Five
71,V,,0.0,408.52,408.77,,,,V,Five
71,V,,0.0,415.335,416.627,,,,V,Five
71,V,,0.0,421.088,421.477,,,,V,Five
71,V,,0.0,426.786,427.025,,,,V,Five
71,V,,0.0,431.07,432.044,,,,V,Five
71,V,,0.0,435.866,436.539,,,,V,Five
71,V,,0.0,437.26,437.43,,,,V,Five
71,V,,0.0,441.725,441.964,,,,V,Five
71,V,,0.0,443.557,443.689,,,,V,Five
71,V,,0.0,447.633,447.92,,,,V,Five
71,V,,0.0,449.756,449.923,,,,V,Five
71,V,,0.0,451.068,451.715,,,,V,Five
71,V,,0.0,452.216,452.347,,,,V,Five
71,V,,0.0,459.671,460.53,,,,V,Five
71,V,,0.0,461.84,462.14,,,,V,Five
71,V,,0.0,465.51,465.7,,,,V,Five
71,V,,0.0,467.008,468.362,,,,V,Five
71,V,,0.0,469.937,471.362,,,,V,Five
71,V,,0.0,472.53,475.344,,,,V,Five
71,V,,0.0,478.132,478.353,,,,V,Five
71,V,0.020087999999987005,1.0,481.716,481.893,got it you are such a big boy you  want to put it back up there you want to put it back up there,481.872912,487.48872,V,Five
71,V,,0.0,483.715,483.866,,,,V,Five
71,V,,0.0,485.299,485.556,,,,V,Five
71,V,,0.0,488.45,488.636,,,,V,Five
71,V,,0.0,490.287,490.681,,,,V,Five
71,V,,0.0,493.008,493.477,,,,V,Five
71,V,0.1806330000000571,1.0,518.742,519.008,crinkling you still crinkling yeah,518.827367,523.613012,V,Five
71,V,,0.0,520.565,520.84,,,,V,Five
71,V,,0.0,522.424,522.778,,,,V,Five
71,V,,0.0,524.21,524.43,,,,V,Five
71,V,,0.0,525.56,525.87,,,,V,Five
71,V,,0.0,526.56,526.98,,,,V,Five
71,V,0.3325720000000274,1.0,532.398,533.114,you want to try something new what is that over there do you see that what is it  ,532.781428,537.811238,V,Five
71,V,,0.0,542.432,543.415,,,,V,Five
71,V,,0.0,548.22,548.51,,,,V,Five
71,V,,0.0,555.06,555.35,,,,V,Five
71,CV,,0.0,564.57,564.94,,,,C,Five
71,V,,0.0,566.583,567.451,,,,V,Five
71,V,,0.0,568.442,569.451,,,,V,Five
71,V,,0.0,573.08,573.45,,,,V,Five
71,V,,0.0,574.6,574.96,,,,V,Five
71,V,,0.0,579.4,579.69,,,,V,Five
71,V,,0.0,589.884,590.167,,,,V,Five
71,V,,0.0,599.725,599.981,,,,V,Five
71,V,,0.0,607.937,608.308,,,,V,Five
71,V,,0.0,614.035,614.185,,,,V,Five
71,V,,0.0,635.114,635.892,,,,V,Five
71,V,,0.0,639.504,640.008,,,,V,Five
71,V,,0.0,642.893,644.035,,,,V,Five
71,V,,0.0,656.796,657.477,,,,V,Five
71,V,,0.0,659.09,659.36,,,,V,Five
71,V,,0.0,674.494,674.742,,,,V,Five
71,V,,0.0,685.221,685.619,,,,V,Five
71,V,,0.0,690.646,693.353,,,,V,Five
71,V,,0.0,694.31,694.49,,,,V,Five
71,V,,0.0,742.575,744.566,,,,V,Five
71,V,,0.0,758.72,759.09,,,,V,Five
71,V,,0.0,766.24,766.6,,,,V,Five
71,CV,,0.0,768.55,768.81,,,,C,Five
71,V,,0.0,770.52,771.16,,,,V,Five
71,V,,0.0,789.141,789.893,,,,V,Five
71,V,,0.0,791.149,793.308,,,,V,Five
71,V,,0.0,804.11,804.3,,,,V,Five
71,V,,0.0,805.99,808.256,,,,V,Five
71,V,,0.0,812.45,812.71,,,,V,Five
71,V,,0.0,815.36,815.81,,,,V,Five
71,V,,0.0,831.123,832.336,,,,V,Five
71,V,,0.0,843.901,844.645,,,,V,Five
71,V,,0.0,848.28,848.61,,,,V,Five
71,V,,0.0,850.96,851.22,,,,V,Five
71,V,,0.0,852.98,853.31,,,,V,Five
71,V,,0.0,856.47,856.69,,,,V,Five
71,V,,0.0,862.89,863.16,,,,V,Five
71,V,0.3151870000000372,1.0,866.38,866.7,purple here we go here you go purple we will set that right there  ,866.384813,873.050532,V,Five
71,V,,0.0,868.05,868.79,,,,V,Five
71,V,,0.0,869.733,870.76,,,,V,Five
71,V,,0.0,872.23,872.94,,,,V,Five
71,V,,0.0,874.211,874.671,,,,V,Five
71,V,,0.0,877.02,877.48,,,,V,Five
71,V,,0.0,881.95,882.12,,,,V,Five
71,V,,0.0,883.74,884.29,,,,V,Five
71,V,,0.0,885.3,890.345,,,,V,Five
71,V,,0.0,892.822,893.353,,,,V,Five
71,V,,0.0,899.14,899.28,,,,V,Five
71,V,,0.0,904.123,904.911,,,,V,Five
72,V,,0.0,532.09,533.29,,,,V,Five
72,V,,0.0,549.9,550.9,,,,V,Five
72,V,,0.0,556.51,557.15,,,,V,Five
72,V,,0.0,562.48,563.12,,,,V,Five
72,V,,0.0,693.98,694.11,,,,V,Five
72,V,,0.0,700.46,701.3,,,,V,Five
72,V,,0.0,704.74,705.1,,,,V,Five
72,V,,0.0,706.11,708.78,,,,V,Five
72,V,,0.0,711.77,713.9,,,,V,Five
72,V,,0.0,715.55,716.18,,,,V,Five
72,V,,0.0,718.88,719.2,,,,V,Five
72,V,,0.0,802.83,803.03,,,,V,Five
72,V,,0.0,834.55,835.05,,,,V,Five
72,V,,0.0,981.59,983.31,,,,V,Five
72,V,,0.0,1046.65,1048.03,,,,V,Five
72,V,,0.0,1072.65,1073.02,,,,V,Five
72,V,,0.0,1096.95,1097.38,,,,V,Five
74,V,,0.0,118.36,118.51,,,,V,Five
74,V,,0.0,196.92,197.18,,,,V,Five
74,V,,0.0,198.45,200.99,,,,V,Five
74,V,,0.0,328.83,328.98,,,,V,Five
74,V,,0.0,343.87,344.54,,,,V,Five
74,V,,0.0,344.88,346.33,,,,V,Five
74,V,,0.0,416.4,416.66,,,,V,Five
74,V,0.3955139999999915,1.0,438.75,440.28,you want to sit up,439.884486,440.917685,V,Five
74,V,,0.0,532.83,533.14,,,,V,Five
74,V,,0.0,538.72,538.9,,,,V,Five
74,V,,0.0,540.39,540.61,,,,V,Five
74,V,,0.0,551.09,551.25,,,,V,Five
74,V,,0.0,560.45,561.52,,,,V,Five
74,V,,0.0,576.48,576.91,,,,V,Five
74,V,,0.0,599.82,600.05,,,,V,Five
74,V,,0.0,612.14,612.35,,,,V,Five
74,V,,0.0,617.95,618.1,,,,V,Five
74,V,,0.0,622.94,623.13,,,,V,Five
74,V,,0.0,624.54,624.73,,,,V,Five
74,V,,0.0,625.99,626.19,,,,V,Five
75,V,,0.0,15.83,16.3,,,,V,Five
75,V,,0.0,99.925,100.195,,,,V,Five
75,V,,0.0,232.41,232.74,,,,V,Five
75,V,,0.0,249.615,250.185,,,,V,Five
75,V,,0.0,313.57,313.91,,,,V,Five
75,V,,0.0,318.26,318.52,,,,V,Five
75,V,,0.0,373.73,374.4,,,,V,Five
75,V,,0.0,437.48,437.74,,,,V,Five
75,V,,0.0,439.2,439.52,,,,V,Five
75,V,,0.0,440.97,441.43,,,,V,Five
75,VCV,,0.0,460.85,461.93,,,,C,Five
75,V,0.11266200000000026,1.0,465.2,465.44,want to go back on your back,465.327338,466.609514,V,Five
75,V,,0.0,522.04,522.28,,,,V,Five
75,V,,0.0,552.51,552.82,,,,V,Five
75,V,,0.0,739.63,739.96,,,,V,Five
75,V,,0.0,751.095,751.455,,,,V,Five
75,V,,0.0,754.79,755.33,,,,V,Five
75,V,,0.0,769.83,770.075,,,,V,Five
75,V,,0.0,770.6,770.85,,,,V,Five
75,V,,0.0,771.1,771.23,,,,V,Five
75,V,,0.0,816.2,816.8,,,,V,Five
75,V,,0.0,826.01,826.52,,,,V,Five
75,V,,0.0,928.565,928.875,,,,V,Five
76,V,,0.0,39.66,39.97,,,,V,Five
76,V,,0.0,94.88,95.64,,,,V,Five
76,V,,0.0,141.63,141.89,,,,V,Five
76,V,,0.0,142.91,143.22,,,,V,Five
76,V,,0.0,205.51,205.79,,,,V,Five
76,V,,0.0,210.67,211.88,,,,V,Five
76,V,,0.0,237.38,237.57,,,,V,Five
76,VC,,0.0,328.21,329.13,,,,C,Five
76,V,,0.0,447.51,447.84,,,,V,Five
76,V,,0.0,536.9,537.07,,,,V,Five
76,V,,0.0,562.57,562.84,,,,V,Five
76,V,,0.0,778.79,779.03,,,,V,Five
76,V,,0.0,785.82,786.02,,,,V,Five
76,V,,0.0,824.12,824.35,,,,V,Five
76,V,,0.0,862.27,862.6,,,,V,Five
76,V,,0.0,871.72,872.09,,,,V,Five
85,V,,0.0,179.58,179.88,,,,V,Five
85,V,,0.0,326.77,326.97,,,,V,Five
85,V,,0.0,347.91,348.27,,,,V,Five
85,V,,0.0,352.42,352.55,,,,V,Five
85,V,,0.0,420.3,420.74,,,,V,Five
85,V,,0.0,571.75,571.94,,,,V,Five
85,V,,0.0,591.17,591.39,,,,V,Five
85,V,,0.0,609.86,610.04,,,,V,Five
85,V,,0.0,645.74,645.89,,,,V,Five
85,V,,0.0,650.91,651.36,,,,V,Five
85,V,,0.0,901.32,901.59,,,,V,Five
85,V,,0.0,914.02,914.47,,,,V,Five
87,V,,0.0,7.579,8.059,,,,V,Five
87,V,,0.0,32.289,32.899,,,,V,Five
87,V,,0.0,60.232,60.78,,,,V,Five
87,V,,0.0,61.233,61.783,,,,V,Five
87,V,,0.0,96.573,97.343,,,,V,Five
87,V,,0.0,101.899,102.299,,,,V,Five
87,V,,0.0,126.65,127.02,,,,V,Five
87,V,,0.0,184.208,184.488,,,,V,Five
87,V,,0.0,234.417,234.877,,,,V,Five
87,V,,0.0,235.736,236.166,,,,V,Five
87,V,,0.0,237.802,238.122,,,,V,Five
87,V,,0.0,244.204,245.424,,,,V,Five
87,V,,0.0,259.24,259.69,,,,V,Five
87,V,,0.0,277.826,278.006,,,,V,Five
87,V,,0.0,283.232,283.692,,,,V,Five
87,V,,0.0,285.75,286.09,,,,V,Five
87,V,,0.0,302.898,303.698,,,,V,Five
87,V,,0.0,310.49,310.94,,,,V,Five
87,V,,0.0,314.579,315.779,,,,V,Five
87,V,,0.0,326.084,327.214,,,,V,Five
87,V,,0.0,328.17,328.66,,,,V,Five
87,V,,0.0,336.56,337.09,,,,V,Five
87,V,,0.0,343.871,345.871,,,,V,Five
87,V,,0.0,348.911,350.531,,,,V,Five
87,V,,0.0,356.004,358.094,,,,V,Five
87,V,,0.0,359.39,360.31,,,,V,Five
87,V,,0.0,407.093,407.293,,,,V,Five
87,V,,0.0,407.97,408.91,,,,V,Five
87,V,,0.0,437.336,438.046,,,,V,Five
87,V,,0.0,444.821,445.366,,,,V,Five
87,V,,0.0,447.514,448.274,,,,V,Five
87,V,,0.0,476.49,477.08,,,,V,Five
87,V,,0.0,478.06,478.3,,,,V,Five
